village,taluk,district,census_code,lat,lng,name_ta,place_type
Puthumanai,,Tirunelveli,,8.16484,77.62093,புதுமனை,village
Puthur,,Tirunelveli,,8.22462,77.58409,,hamlet
Puthur Colony,,Tirunelveli,,8.23216,77.58258,,hamlet
Puthur Tirunelveli,,Tirunelveli,,8.81631,77.58387,புதூர் திருநெல்வேலி,village
Radhapuram,,Tirunelveli,,8.26434,77.68500,ராதாபுரம்,village
Rajakrishnapuram,,Tirunelveli,,8.15896,77.55606,ராஜகிருஷ்ணபுரம்,village
Rajapudur,,Tirunelveli,,8.41560,77.56270,ராஜபுதூர்,village
Rajavallipuram,,Tirunelveli,,8.78825,77.75348,ராஜவல்லிபுரம்,village
Ramaneri,,Tirunelveli,,8.47965,77.82231,இராமனேரி,village
Rastha,,Tirunelveli,,8.81798,77.65493,ரஸ்தா,village
Ravanasamudram,,Tirunelveli,,8.80081,77.37654,இரவணசமுத்திரம்,village
Rosemiyapuram,,Tirunelveli,,8.34961,77.56478,ரோஸ்மியாபுரம்,village
Sambankulam,,Tirunelveli,,8.79446,77.34104,சம்பன்குளம்,village
Samboothu,,Tirunelveli,,8.93386,77.60122,சம்பூத்து,village
Samugrengapuram,,Tirunelveli,,8.33612,77.69887,சமூகரெங்கபுரம்,village
Sankanapuram,,Tirunelveli,,8.18731,77.59889,சங்கனாபுரம்,village
Sankanthiradu,,Tirunelveli,,8.71384,77.56615,சங்கன்திரடு,village
Sattupathu,,Tirunelveli,,8.72034,77.48480,சாட்டுபத்து,village
Seethaparpa nallur,,Tirunelveli,,8.78881,77.60545,சீதபர்பநல்லூர்,village
Seevalaperi,,Tirunelveli,,8.79283,77.81110,சீவலப்பேரி,village
Seliyanallur,,Tirunelveli,,8.89138,77.70542,செழியநல்லூர்,village
Sembigulam,,Tirunelveli,,8.22666,77.60827,செம்பிகுளம்,village
